review_id,run_id,N,true_K,confidence,stop_n_bayes,true_recall_bayes,stop_n_baseline,true_recall_baseline
6,68,8793,104,0.9,8538,1.0,3772,0.9903846153846154
6,68,8793,104,0.95,8581,1.0,4319,0.9903846153846154
6,68,8793,104,0.99,8647,1.0,5371,0.9903846153846154
6,62,8793,104,0.9,8538,1.0,3785,0.9903846153846154
6,62,8793,104,0.95,8581,1.0,4331,0.9903846153846154
6,62,8793,104,0.99,8647,1.0,5381,0.9903846153846154
6,46,8793,104,0.9,8538,1.0,3752,0.9903846153846154
6,46,8793,104,0.95,8581,1.0,4302,0.9903846153846154
6,46,8793,104,0.99,8647,1.0,5358,0.9903846153846154
6,53,8793,104,0.9,8538,1.0,3780,0.9903846153846154
6,53,8793,104,0.95,8581,1.0,4326,0.9903846153846154
6,53,8793,104,0.99,8647,1.0,5377,0.9903846153846154
6,70,8793,104,0.9,8538,1.0,3764,0.9903846153846154
6,70,8793,104,0.95,8581,1.0,4313,0.9903846153846154
6,70,8793,104,0.99,8647,1.0,5366,0.9903846153846154
6,100,8793,104,0.9,8538,1.0,3761,0.9903846153846154
6,100,8793,104,0.95,8581,1.0,4309,0.9903846153846154
6,100,8793,104,0.99,8647,1.0,5364,0.9903846153846154
6,99,8793,104,0.9,8538,1.0,3775,0.9903846153846154
6,99,8793,104,0.95,8581,1.0,4322,0.9903846153846154
6,99,8793,104,0.99,8647,1.0,5374,0.9903846153846154
6,93,8793,104,0.9,8538,1.0,3781,0.9903846153846154
6,93,8793,104,0.95,8581,1.0,4328,0.9903846153846154
6,93,8793,104,0.99,8647,1.0,5378,0.9903846153846154
6,43,8793,104,0.9,8538,1.0,3776,0.9903846153846154
6,43,8793,104,0.95,8581,1.0,4323,0.9903846153846154
6,43,8793,104,0.99,8647,1.0,5375,0.9903846153846154
6,21,8793,104,0.9,8538,1.0,3750,0.9903846153846154
6,21,8793,104,0.95,8581,1.0,4300,0.9903846153846154
6,21,8793,104,0.99,8647,1.0,5357,0.9903846153846154
6,3,8793,104,0.9,8538,1.0,3740,0.9903846153846154
6,3,8793,104,0.95,8581,1.0,4291,0.9903846153846154
6,3,8793,104,0.99,8647,1.0,5349,0.9903846153846154
6,64,8793,104,0.9,8538,1.0,3778,0.9903846153846154
6,64,8793,104,0.95,8581,1.0,4325,0.9903846153846154
6,64,8793,104,0.99,8647,1.0,5376,0.9903846153846154
6,31,8793,104,0.9,8538,1.0,3774,0.9903846153846154
6,31,8793,104,0.95,8581,1.0,4321,0.9903846153846154
6,31,8793,104,0.99,8647,1.0,5373,0.9903846153846154
6,75,8793,104,0.9,8538,1.0,3744,0.9903846153846154
6,75,8793,104,0.95,8581,1.0,4294,0.9903846153846154
6,75,8793,104,0.99,8647,1.0,5352,0.9903846153846154
6,28,8793,104,0.9,8538,1.0,3665,0.9903846153846154
