review_id,run_id,N,true_K,confidence,stop_n_bayes,true_recall_bayes,stop_n_baseline,true_recall_baseline
11,41,975,74,0.9,953,0.9864864864864865,621,0.972972972972973
11,41,975,74,0.95,957,0.9864864864864865,677,0.972972972972973
11,41,975,74,0.99,964,1.0,776,0.972972972972973
11,79,975,74,0.9,953,0.9864864864864865,684,0.972972972972973
11,79,975,74,0.95,957,0.9864864864864865,730,0.972972972972973
11,79,975,74,0.99,964,1.0,811,0.972972972972973
11,86,975,74,0.9,953,0.9864864864864865,678,0.972972972972973
11,86,975,74,0.95,957,0.9864864864864865,726,0.972972972972973
11,86,975,74,0.99,964,1.0,808,0.972972972972973
11,74,975,74,0.9,953,0.9864864864864865,680,0.972972972972973
11,74,975,74,0.95,957,0.9864864864864865,727,0.972972972972973
11,74,975,74,0.99,964,1.0,809,0.972972972972973
11,46,975,74,0.9,953,0.9864864864864865,668,0.972972972972973
11,46,975,74,0.95,957,0.9864864864864865,717,0.972972972972973
11,46,975,74,0.99,964,1.0,802,0.972972972972973
11,84,975,74,0.9,953,0.9864864864864865,675,0.972972972972973
11,84,975,74,0.95,957,0.9864864864864865,722,0.972972972972973
11,84,975,74,0.99,964,1.0,806,0.972972972972973
11,19,975,74,0.9,953,0.9864864864864865,658,0.972972972972973
11,19,975,74,0.95,957,0.9864864864864865,708,0.972972972972973
11,19,975,74,0.99,964,1.0,796,0.972972972972973
11,57,975,74,0.9,953,0.9864864864864865,676,0.972972972972973
11,57,975,74,0.95,957,0.9864864864864865,723,0.972972972972973
11,57,975,74,0.99,964,1.0,806,0.972972972972973
11,5,975,74,0.9,953,1.0,698,0.9864864864864865
11,5,975,74,0.95,957,1.0,742,0.9864864864864865
11,5,975,74,0.99,964,1.0,819,0.9864864864864865
11,65,975,74,0.9,953,0.9864864864864865,668,0.9864864864864865
11,65,975,74,0.95,957,0.9864864864864865,717,0.9864864864864865
11,65,975,74,0.99,964,1.0,802,0.9864864864864865
11,18,975,74,0.9,953,0.9864864864864865,699,0.972972972972973
11,18,975,74,0.95,957,0.9864864864864865,743,0.972972972972973
11,18,975,74,0.99,964,1.0,819,0.972972972972973
11,2,975,74,0.9,953,1.0,678,0.9864864864864865
11,2,975,74,0.95,957,1.0,726,0.9864864864864865
11,2,975,74,0.99,964,1.0,808,0.9864864864864865
11,87,975,74,0.9,953,0.9864864864864865,668,0.972972972972973
11,87,975,74,0.95,957,0.9864864864864865,717,0.972972972972973
11,87,975,74,0.99,964,1.0,802,0.972972972972973
11,96,975,74,0.9,953,0.9864864864864865,695,0.972972972972973
11,96,975,74,0.95,957,0.9864864864864865,740,0.972972972972973
11,96,975,74,0.99,964,1.0,817,0.972972972972973
11,88,975,74,0.9,953,0.9864864864864865,663,0.972972972972973
11,88,975,74,0.95,957,0.9864864864864865,713,0.972972972972973
11,88,975,74,0.99,964,1.0,799,0.972972972972973
11,3,975,74,0.9,953,0.9864864864864865,704,0.972972972972973
11,3,975,74,0.95,957,0.9864864864864865,747,0.972972972972973
11,3,975,74,0.99,964,1.0,822,0.972972972972973
11,92,975,74,0.9,953,0.9864864864864865,705,0.972972972972973
11,92,975,74,0.95,957,0.9864864864864865,748,0.972972972972973
11,92,975,74,0.99,964,1.0,823,0.972972972972973
11,32,975,74,0.9,953,0.9864864864864865,672,0.972972972972973
11,32,975,74,0.95,957,0.9864864864864865,720,0.972972972972973
11,32,975,74,0.99,964,1.0,804,0.972972972972973
11,91,975,74,0.9,953,0.9864864864864865,691,0.972972972972973
11,91,975,74,0.95,957,0.9864864864864865,736,0.972972972972973
11,91,975,74,0.99,964,1.0,815,0.972972972972973
11,43,975,74,0.9,953,0.9864864864864865,676,0.972972972972973
11,43,975,74,0.95,957,0.9864864864864865,724,0.972972972972973
11,43,975,74,0.99,964,1.0,807,0.972972972972973
11,68,975,74,0.9,953,0.9864864864864865,668,0.972972972972973
11,68,975,74,0.95,957,0.9864864864864865,717,0.972972972972973
11,68,975,74,0.99,964,1.0,802,0.972972972972973
11,72,975,74,0.9,953,0.9864864864864865,695,0.972972972972973
11,72,975,74,0.95,957,0.9864864864864865,740,0.972972972972973
11,72,975,74,0.99,964,1.0,817,0.972972972972973
11,44,975,74,0.9,953,0.9864864864864865,685,0.972972972972973
11,44,975,74,0.95,957,1.0,731,0.972972972972973
11,44,975,74,0.99,964,1.0,811,0.972972972972973
11,21,975,74,0.9,953,0.9864864864864865,687,0.972972972972973
11,21,975,74,0.95,957,0.9864864864864865,733,0.972972972972973
11,21,975,74,0.99,964,1.0,813,0.972972972972973
11,20,975,74,0.9,953,0.9864864864864865,694,0.972972972972973
11,20,975,74,0.95,957,0.9864864864864865,739,0.972972972972973
11,20,975,74,0.99,964,1.0,817,0.972972972972973
11,38,975,74,0.9,953,0.9864864864864865,676,0.972972972972973
11,38,975,74,0.95,957,0.9864864864864865,723,0.972972972972973
11,38,975,74,0.99,964,1.0,806,0.972972972972973
11,67,975,74,0.9,953,0.9864864864864865,672,0.972972972972973
11,67,975,74,0.95,957,0.9864864864864865,720,0.972972972972973
11,67,975,74,0.99,964,1.0,804,0.972972972972973
11,82,975,74,0.9,953,0.9864864864864865,843,0.9864864864864865
11,82,975,74,0.95,957,0.9864864864864865,864,0.9864864864864865
11,82,975,74,0.99,964,1.0,900,0.9864864864864865
11,12,975,74,0.9,953,0.9864864864864865,674,0.972972972972973
11,12,975,74,0.95,957,0.9864864864864865,722,0.972972972972973
11,12,975,74,0.99,964,1.0,805,0.972972972972973
11,94,975,74,0.9,953,0.9864864864864865,698,0.972972972972973
11,94,975,74,0.95,957,0.9864864864864865,742,0.972972972972973
11,94,975,74,0.99,964,1.0,819,0.972972972972973
11,10,975,74,0.9,953,0.9864864864864865,666,0.972972972972973
11,10,975,74,0.95,957,0.9864864864864865,715,0.972972972972973
11,10,975,74,0.99,964,1.0,801,0.972972972972973
11,8,975,74,0.9,953,0.9864864864864865,686,0.972972972972973
11,8,975,74,0.95,957,0.9864864864864865,732,0.972972972972973
11,8,975,74,0.99,964,1.0,812,0.972972972972973
11,34,975,74,0.9,953,0.9864864864864865,687,0.972972972972973
11,34,975,74,0.95,957,0.9864864864864865,733,0.972972972972973
