review_id,run_id,N,true_K,confidence,stop_n_bayes,true_recall_bayes,stop_n_baseline,true_recall_baseline
9,53,7216,583,0.9,6929,1.0,3535,0.9862778730703259
9,53,7216,583,0.95,6947,1.0,3616,0.9862778730703259
9,53,7216,583,0.99,6980,1.0,3798,0.9862778730703259
9,19,7216,583,0.9,6929,1.0,3499,0.9897084048027445
9,19,7216,583,0.95,6947,1.0,3581,0.9897084048027445
9,19,7216,583,0.99,6980,1.0,3764,0.9897084048027445
9,60,7216,583,0.9,6929,1.0,3431,0.9828473413379074
9,60,7216,583,0.95,6947,1.0,3515,0.9828473413379074
9,60,7216,583,0.99,6980,1.0,4461,0.9914236706689536
9,61,7216,583,0.9,6929,1.0,3411,0.9828473413379074
9,61,7216,583,0.95,6947,1.0,3495,0.9828473413379074
9,61,7216,583,0.99,6980,1.0,4333,0.9897084048027445
9,2,7216,583,0.9,6929,1.0,3456,0.9828473413379074
9,2,7216,583,0.95,6947,1.0,3539,0.9828473413379074
9,2,7216,583,0.99,6980,1.0,4479,0.9914236706689536
9,74,7216,583,0.9,6929,1.0,3442,0.9845626072041166
9,74,7216,583,0.95,6947,1.0,3525,0.9845626072041166
9,74,7216,583,0.99,6980,1.0,4357,0.9914236706689536
9,75,7216,583,0.9,6929,1.0,3436,0.9828473413379074
9,75,7216,583,0.95,6947,1.0,3519,0.9828473413379074
9,75,7216,583,0.99,6980,1.0,4352,0.9897084048027445
9,47,7216,583,0.9,6929,1.0,3471,0.9845626072041166
9,47,7216,583,0.95,6947,1.0,3554,0.9845626072041166
9,47,7216,583,0.99,6980,1.0,4255,0.9897084048027445
9,5,7216,583,0.9,6929,1.0,3468,0.9845626072041166
9,5,7216,583,0.95,6947,1.0,3551,0.9845626072041166
9,5,7216,583,0.99,6980,1.0,4252,0.9897084048027445
9,100,7216,583,0.9,6929,1.0,3426,0.9828473413379074
9,100,7216,583,0.95,6947,1.0,3509,0.9828473413379074
9,100,7216,583,0.99,6980,1.0,4457,0.9914236706689536
9,80,7216,583,0.9,6929,1.0,3492,0.9828473413379074
9,80,7216,583,0.95,6947,1.0,4056,0.9879931389365352
9,80,7216,583,0.99,6980,1.0,4698,0.9948542024013722
9,68,7216,583,0.9,6929,1.0,3401,0.9828473413379074
9,68,7216,583,0.95,6947,1.0,3485,0.9828473413379074
9,68,7216,583,0.99,6980,1.0,4439,0.9914236706689536
9,56,7216,583,0.9,6929,1.0,3451,0.9845626072041166
9,56,7216,583,0.95,6947,1.0,4021,0.9897084048027445
9,56,7216,583,0.99,6980,1.0,4238,0.9897084048027445
9,92,7216,583,0.9,6929,1.0,3585,0.9879931389365352
9,92,7216,583,0.95,6947,1.0,3665,0.9879931389365352
9,92,7216,583,0.99,6980,1.0,3844,0.9879931389365352
9,14,7216,583,0.9,6929,1.0,3429,0.9845626072041166
9,14,7216,583,0.95,6947,1.0,3513,0.9845626072041166
9,14,7216,583,0.99,6980,1.0,4079,0.9879931389365352
9,65,7216,583,0.9,6929,1.0,3465,0.9862778730703259
9,65,7216,583,0.95,6947,1.0,3547,0.9862778730703259
9,65,7216,583,0.99,6980,1.0,4108,0.9897084048027445
9,91,7216,583,0.9,6929,1.0,3403,0.9828473413379074
9,91,7216,583,0.95,6947,1.0,3487,0.9828473413379074
9,91,7216,583,0.99,6980,1.0,4441,0.9914236706689536
9,43,7216,583,0.9,6929,1.0,3447,0.9862778730703259
9,43,7216,583,0.95,6947,1.0,3530,0.9862778730703259
9,43,7216,583,0.99,6980,1.0,4093,0.9897084048027445
9,71,7216,583,0.9,6929,1.0,3468,0.9828473413379074
9,71,7216,583,0.95,6947,1.0,3551,0.9828473413379074
9,71,7216,583,0.99,6980,1.0,4488,0.9914236706689536
9,6,7216,583,0.9,6929,1.0,3474,0.9828473413379074
9,6,7216,583,0.95,6947,1.0,3556,0.9828473413379074
9,6,7216,583,0.99,6980,1.0,4492,0.9914236706689536
9,21,7216,583,0.9,6929,1.0,3446,0.9845626072041166
9,21,7216,583,0.95,6947,1.0,3723,0.9862778730703259
9,21,7216,583,0.99,6980,1.0,4093,0.9879931389365352
9,22,7216,583,0.9,6929,1.0,3662,0.9879931389365352
9,22,7216,583,0.95,6947,1.0,3913,0.9897084048027445
