review_id,run_id,N,true_K,confidence,stop_n_bayes,true_recall_bayes,stop_n_baseline,true_recall_baseline
7,55,1175,96,0.9,1138,1.0,794,0.9791666666666666
7,55,1175,96,0.95,1144,1.0,843,0.9791666666666666
7,55,1175,96,0.99,1153,1.0,997,1.0
7,11,1175,96,0.9,1138,1.0,795,0.9791666666666666
7,11,1175,96,0.95,1144,1.0,844,0.9791666666666666
7,11,1175,96,0.99,1153,1.0,997,1.0
7,98,1175,96,0.9,1138,1.0,804,0.9791666666666666
7,98,1175,96,0.95,1144,1.0,852,0.9791666666666666
7,98,1175,96,0.99,1153,1.0,1002,1.0
7,13,1175,96,0.9,1138,1.0,801,0.9791666666666666
7,13,1175,96,0.95,1144,1.0,849,0.9791666666666666
7,13,1175,96,0.99,1153,1.0,1000,1.0
7,27,1175,96,0.9,1138,1.0,771,0.9895833333333334
7,27,1175,96,0.95,1144,1.0,815,0.9895833333333334
7,27,1175,96,0.99,1153,1.0,899,0.9895833333333334
7,7,1175,96,0.9,1138,1.0,792,0.9791666666666666
7,7,1175,96,0.95,1144,1.0,841,0.9791666666666666
7,7,1175,96,0.99,1153,1.0,996,1.0
7,8,1175,96,0.9,1138,1.0,803,0.9791666666666666
7,8,1175,96,0.95,1144,1.0,851,0.9791666666666666
7,8,1175,96,0.99,1153,1.0,1001,1.0
7,57,1175,96,0.9,1138,1.0,805,0.9791666666666666
7,57,1175,96,0.95,1144,1.0,853,0.9791666666666666
7,57,1175,96,0.99,1153,1.0,1002,1.0
7,97,1175,96,0.9,1138,1.0,762,0.9791666666666666
7,97,1175,96,0.95,1144,1.0,815,0.9791666666666666
7,97,1175,96,0.99,1153,1.0,941,0.9895833333333334
7,100,1175,96,0.9,1138,1.0,808,0.9791666666666666
7,100,1175,96,0.95,1144,1.0,855,0.9791666666666666
7,100,1175,96,0.99,1153,1.0,1003,1.0
7,67,1175,96,0.9,1138,1.0,798,0.9791666666666666
7,67,1175,96,0.95,1144,1.0,847,0.9791666666666666
7,67,1175,96,0.99,1153,1.0,999,1.0
7,61,1175,96,0.9,1138,1.0,809,0.9791666666666666
7,61,1175,96,0.95,1144,1.0,856,0.9791666666666666
7,61,1175,96,0.99,1153,1.0,1004,1.0
7,90,1175,96,0.9,1138,1.0,807,0.9791666666666666
